,Domain,Variance,Mean,One_minus_Mean,Position,Gene
262,WHCoV_35earlyB_sz44_nsp15endo_20050_20181,0.0,1.0,0.0,20050,nsp15endo
263,WHCoV_35earlyB_sz44_nsp15endo_20116_20247,0.0,1.0,0.0,20116,nsp15endo
264,WHCoV_35earlyB_sz44_nsp15endo_20182_20313,0.0,1.0,0.0,20182,nsp15endo
265,WHCoV_35earlyB_sz44_nsp15endo_20248_20379,0.0,1.0,0.0,20248,nsp15endo
266,WHCoV_35earlyB_sz44_nsp15endo_20314_20445,0.0,1.0,0.0,20314,nsp15endo
267,WHCoV_35earlyB_sz44_nsp15endo_20380_20511,0.0,1.0,0.0,20380,nsp15endo
268,WHCoV_35earlyB_sz44_nsp15endo_20446_20577,0.0,1.0,0.0,20446,nsp15endo
269,WHCoV_35earlyB_sz44_nsp15endo_20512_20643,0.0,1.0,0.0,20512,nsp15endo
270,WHCoV_35earlyB_sz44_nsp16OMT_20710_20841,0.0,1.0,0.0,20710,nsp16OMT
271,WHCoV_35earlyB_sz44_nsp16OMT_20776_20907,0.0,1.0,0.0,20776,nsp16OMT
272,WHCoV_35earlyB_sz44_nsp16OMT_20842_20973,0.0,1.0,0.0,20842,nsp16OMT
273,WHCoV_35earlyB_sz44_nsp16OMT_20908_21039,0.0,1.0,0.0,20908,nsp16OMT
274,WHCoV_35earlyB_sz44_nsp16OMT_20974_21105,0.0,1.0,0.0,20974,nsp16OMT
275,WHCoV_35earlyB_sz44_nsp16OMT_21040_21171,0.0,1.0,0.0,21040,nsp16OMT
276,WHCoV_35earlyB_sz44_nsp16OMT_21106_21237,0.0,1.0,0.0,21106,nsp16OMT
277,WHCoV_35earlyB_sz44_nsp16OMT_21172_21303,0.0,1.0,0.0,21172,nsp16OMT
278,WHCoV_35earlyB_sz44_nsp16OMT_21304_21435,0.0,1.0,0.0,21304,nsp16OMT
279,WHCoV_35earlyB_sz44_nsp16OMT_21370_21501,0.0,1.0,0.0,21370,nsp16OMT
280,WHCoV_35earlyB_sz44_nsp16OMT_21421_21552,0.0,1.0,0.0,21421,nsp16OMT
281,WHCoV_35earlyB_sz44_Spike_21569_21700,0.0002165204245880116,0.9100737703481746,0.0899262296518254,21569,Spike
282,WHCoV_35earlyB_sz44_Spike_21767_21898,0.0,1.0,0.0,21767,Spike
283,WHCoV_35earlyB_sz44_Spike_21833_21964,0.0,1.0,0.0,21833,Spike
284,WHCoV_35earlyB_sz44_Spike_21899_22030,4.476088326985745e-05,0.9531581282974219,0.04684187170257814,21899,Spike
285,WHCoV_35earlyB_sz44_Spike_21965_22096,4.951350505607157e-05,0.9507340624692096,0.04926593753079045,21965,Spike
286,WHCoV_35earlyB_sz44_Spike_22031_22162,4.910308097888325e-05,0.9656570713391729,0.03434292866082711,22031,Spike
287,WHCoV_35earlyB_sz44_Spike_22097_22228,4.751781997571402e-05,0.9662159889684867,0.033784011031513295,22097,Spike
288,WHCoV_35earlyB_sz44_Spike_22163_22294,0.0,1.0,0.0,22163,Spike
289,WHCoV_35earlyB_sz44_Spike_22229_22360,0.0,1.0,0.0,22229,Spike
290,WHCoV_35earlyB_sz44_Spike_22295_22426,0.0,1.0,0.0,22295,Spike
291,WHCoV_35earlyB_sz44_Spike_22361_22492,0.0,1.0,0.0,22361,Spike
292,WHCoV_35earlyB_sz44_Spike_22427_22558,0.0,1.0,0.0,22427,Spike
293,WHCoV_35earlyB_sz44_Spike_22691_22822,1.9311039929686953e-05,0.9692328161120267,0.030767183887973282,22691,Spike
294,WHCoV_35earlyB_sz44_Spike_22757_22888,1.905161664657064e-05,0.9694401770817851,0.030559822918214907,22757,Spike
295,WHCoV_35earlyB_sz44_Spike_22823_22954,0.0,1.0,0.0,22823,Spike
296,WHCoV_35earlyB_sz44_Spike_22889_23020,1.3718227101438374e-05,0.9740681255437335,0.025931874456266546,22889,Spike
297,WHCoV_35earlyB_sz44_Spike_22955_23086,8.339819859891005e-05,0.9360613810741677,0.0639386189258323,22955,Spike
298,WHCoV_35earlyB_sz44_Spike_23021_23152,4.205525229430424e-05,0.9545959035415186,0.045404096458481424,23021,Spike
299,WHCoV_35earlyB_sz44_Spike_23087_23218,0.0,1.0,0.0,23087,Spike
300,WHCoV_35earlyB_sz44_Spike_23153_23284,0.0,1.0,0.0,23153,Spike
301,WHCoV_35earlyB_sz44_Spike_23219_23350,0.0,1.0,0.0,23219,Spike
302,WHCoV_35earlyB_sz44_Spike_23285_23416,5.170987675785783e-05,0.9647572566144371,0.03524274338556288,23285,Spike
303,WHCoV_35earlyB_sz44_Spike_23351_23482,5.1172169387304554e-05,0.9649409720447688,0.03505902795523119,23351,Spike
304,WHCoV_35earlyB_sz44_Spike_23417_23548,2.2889433551198093e-05,0.966503267973857,0.033496732026143006,23417,Spike
305,WHCoV_35earlyB_sz44_Spike_23483_23614,2.7124746470837095e-05,0.9635357101420445,0.03646428985795547,23483,Spike
306,WHCoV_35earlyB_sz44_Spike_23549_23680,0.0,1.0,0.0,23549,Spike
307,WHCoV_35earlyB_sz44_Spike_23615_23746,0.0,1.0,0.0,23615,Spike
308,WHCoV_35earlyB_sz44_Spike_23681_23812,0.0,1.0,0.0,23681,Spike
309,WHCoV_35earlyB_sz44_Spike_23747_23878,0.0,1.0,0.0,23747,Spike
310,WHCoV_35earlyB_sz44_Spike_23813_23944,0.0,1.0,0.0,23813,Spike
311,WHCoV_35earlyB_sz44_Spike_23879_24010,2.7995112104904758e-05,0.999259106102898,0.0007408938971019685,23879,Spike
312,WHCoV_35earlyB_sz44_Spike_23945_24076,4.6124226248951093e-05,0.9990490023169761,0.0009509976830238687,23945,Spike
313,WHCoV_35earlyB_sz44_Spike_24011_24142,0.0,1.0,0.0,24011,Spike
314,WHCoV_35earlyB_sz44_Spike_24077_24208,0.0,1.0,0.0,24077,Spike
315,WHCoV_35earlyB_sz44_Spike_24143_24274,0.0,1.0,0.0,24143,Spike
316,WHCoV_35earlyB_sz44_Spike_24209_24340,0.0,1.0,0.0,24209,Spike
317,WHCoV_35earlyB_sz44_Spike_24275_24406,0.0,1.0,0.0,24275,Spike
318,WHCoV_35earlyB_sz44_Spike_24341_24472,0.0,1.0,0.0,24341,Spike
319,WHCoV_35earlyB_sz44_Spike_24407_24538,0.0,1.0,0.0,24407,Spike
320,WHCoV_35earlyB_sz44_Spike_24473_24604,0.0,1.0,0.0,24473,Spike
321,WHCoV_35earlyB_sz44_Spike_24539_24670,2.403193032996461e-05,0.9656774738620759,0.03432252613792408,24539,Spike
322,WHCoV_35earlyB_sz44_Spike_24605_24736,1.9083757706478452e-05,0.9694144099461038,0.03058559005389616,24605,Spike
323,WHCoV_35earlyB_sz44_Spike_24671_24802,0.0,1.0,0.0,24671,Spike
324,WHCoV_35earlyB_sz44_Spike_24737_24868,0.0,1.0,0.0,24737,Spike
325,WHCoV_35earlyB_sz44_Spike_24803_24934,0.0,1.0,0.0,24803,Spike
326,WHCoV_35earlyB_sz44_Spike_24869_25000,0.0,1.0,0.0,24869,Spike
327,WHCoV_35earlyB_sz44_Spike_24935_25066,0.0,1.0,0.0,24935,Spike
328,WHCoV_35earlyB_sz44_Spike_25001_25132,1.832124318234753e-05,0.9700316807945892,0.029968319205410765,25001,Spike
329,WHCoV_35earlyB_sz44_Spike_25067_25198,1.09147383908357e-05,0.9768691505640359,0.023130849435964107,25067,Spike
330,WHCoV_35earlyB_sz44_Spike_25133_25264,0.0,1.0,0.0,25133,Spike
331,WHCoV_35earlyB_sz44_Spike_25199_25258,0.0,1.0,0.0,25199,Spike
332,WHCoV_35earlyB_sz44_Spike_25328_25381,0.0,1.0,0.0,25328,Spike
333,WHCoV_35earlyB_sz44_ORF3a_25414_25545,0.0,1.0,0.0,25414,ORF3a
334,WHCoV_35earlyB_sz44_ORF3a_25480_25611,0.0,1.0,0.0,25480,ORF3a
335,WHCoV_35earlyB_sz44_ORF3a_25546_25677,0.0,1.0,0.0,25546,ORF3a
336,WHCoV_35earlyB_sz44_ORF3a_25612_25743,0.0,1.0,0.0,25612,ORF3a
337,WHCoV_35earlyB_sz44_ORF3a_25678_25809,0.0,1.0,0.0,25678,ORF3a
338,WHCoV_35earlyB_sz44_ORF3a_25744_25875,0.0,1.0,0.0,25744,ORF3a
339,WHCoV_35earlyB_sz44_ORF3a_25810_25941,0.0,1.0,0.0,25810,ORF3a
340,WHCoV_35earlyB_sz44_ORF3a_26008_26139,0.0,1.0,0.0,26008,ORF3a
341,WHCoV_35earlyB_sz44_ORF3a_26086_26217,4.454704043629289e-05,0.9532701545823293,0.04672984541767067,26086,ORF3a
342,WHCoV_35earlyB_sz44_ORF4E_26338_26469,1.3650589411974997e-05,0.9994826426612862,0.0005173573387138308,26338,ORF4E
343,WHCoV_35earlyB_sz44_ORF4E_26362_26418,1.0283234557152462e-05,0.9995509654243377,0.0004490345756622549,26362,ORF4E
344,WHCoV_35earlyB_sz44_ORF5M_26526_26657,0.0,1.0,0.0,26526,ORF5M
345,WHCoV_35earlyB_sz44_ORF5M_26592_26723,0.0,1.0,0.0,26592,ORF5M
346,WHCoV_35earlyB_sz44_ORF5M_26658_26789,0.0,1.0,0.0,26658,ORF5M
347,WHCoV_35earlyB_sz44_ORF5M_26724_26855,0.0,1.0,0.0,26724,ORF5M
348,WHCoV_35earlyB_sz44_ORF5M_26790_26921,0.0,1.0,0.0,26790,ORF5M
349,WHCoV_35earlyB_sz44_ORF5M_26856_26987,0.0,1.0,0.0,26856,ORF5M
350,WHCoV_35earlyB_sz44_ORF5M_26922_27053,0.0,1.0,0.0,26922,ORF5M
351,WHCoV_35earlyB_sz44_ORF5M_26988_27119,0.0,1.0,0.0,26988,ORF5M
352,WHCoV_35earlyB_sz44_ORF5M_27054_27185,0.0,1.0,0.0,27054,ORF5M
353,WHCoV_35earlyB_sz44_ORF7a_27520_27651,0.0,1.0,0.0,27520,ORF7a
354,WHCoV_35earlyB_sz44_ORF7a_27586_27717,0.0,1.0,0.0,27586,ORF7a
355,WHCoV_35earlyB_sz44_ORF7a_27625_27756,0.0,1.0,0.0,27625,ORF7a
356,WHCoV_35earlyB_sz44_ORF8_27954_28085,0.0,1.0,0.0,27954,ORF8
357,WHCoV_35earlyB_sz44_ORF8_27954_28085.1,0.0,1.0,0.0,27954,ORF8
358,WHCoV_35earlyB_sz44_ORF8_28020_28151,0.0,1.0,0.0,28020,ORF8
359,WHCoV_35earlyB_sz44_ORF8_28020_28151.1,0.0,1.0,0.0,28020,ORF8
360,WHCoV_35earlyB_sz44_ORF8_28086_28217,1.2374364149543348e-05,0.975371023612037,0.02462897638796302,28086,ORF8
361,WHCoV_35earlyB_sz44_ORF8_28086_28217.1,1.2374364149543348e-05,0.975371023612037,0.02462897638796302,28086,ORF8
362,WHCoV_35earlyB_sz44_ORF8_28125_28256,8.99371552154057e-06,0.9790031333785578,0.02099686662144218,28125,ORF8
363,WHCoV_35earlyB_sz44_ORF8_28125_28256.1,8.99371552154057e-06,0.9790031333785578,0.02099686662144218,28125,ORF8
364,WHCoV_35earlyB_sz44_ORF9N_28298_28429,1.0220722637796836e-05,0.999534425642403,0.0004655743575969762,28298,ORF9N
365,WHCoV_35earlyB_sz44_ORF9N_28326_28457,1.3639280396479247e-08,0.9991823251402313,0.0008176748597686911,28326,ORF9N
366,WHCoV_35earlyB_sz44_ORF9N_28364_28495,1.3963462505833029e-08,0.9999834532969306,1.654670306938666e-05,28364,ORF9N
367,WHCoV_35earlyB_sz44_ORF9N_28392_28523,1.882888567271172e-05,0.9696193385226775,0.030380661477322546,28392,ORF9N
368,WHCoV_35earlyB_sz44_ORF9N_28430_28561,3.895990182825985e-05,0.9562987516284893,0.04370124837151068,28430,ORF9N
369,WHCoV_35earlyB_sz44_ORF9N_28443_28574,2.2957298664024394e-05,0.9664536473271933,0.0335463526728067,28443,ORF9N
370,WHCoV_35earlyB_sz44_ORF9N_28496_28627,4.205525229430424e-05,0.9545959035415186,0.045404096458481424,28496,ORF9N
371,WHCoV_35earlyB_sz44_ORF9N_28562_28693,5.808681434542137e-06,0.999662515608653,0.00033748439134695385,28562,ORF9N
372,WHCoV_35earlyB_sz44_ORF9N_28628_28759,7.970150992569768e-05,0.9980974907445496,0.0019025092554504353,28628,ORF9N
373,WHCoV_35earlyB_sz44_ORF9N_28694_28825,7.926763891197873e-05,0.9982189962531715,0.0017810037468285467,28694,ORF9N
374,WHCoV_35earlyB_sz44_ORF9N_28758_28889,5.764802711207935e-05,0.9468409586056645,0.05315904139433547,28758,ORF9N
375,WHCoV_35earlyB_sz44_ORF9N_28821_28883,0.00012512935669746643,0.9325482789905395,0.06745172100946051,28821,ORF9N
376,WHCoV_35earlyB_sz44_ORF9N_28964_29089,2.3564270152505425e-05,0.9990289449112979,0.0009710550887020997,28964,ORF9N
377,WHCoV_35earlyB_sz44_ORF9N_29024_29155,1.4464557351671132e-05,0.9992392018535811,0.0007607981464189395,29024,ORF9N
378,WHCoV_35earlyB_sz44_ORF9N_29090_29221,0.0,1.0,0.0,29090,ORF9N
379,WHCoV_35earlyB_sz44_ORF9N_29156_29287,0.0,1.0,0.0,29156,ORF9N
380,WHCoV_35earlyB_sz44_ORF9N_29222_29353,0.0,1.0,0.0,29222,ORF9N
381,WHCoV_35earlyB_sz44_ORF9N_29399_29530,6.511140107590236e-06,0.9996240106780968,0.0003759893219031918,29399,ORF9N
382,WHCoV_35earlyB_sz44_ORF9N_29411_29485,0.0,1.0,0.0,29411,ORF9N
